Camp,Country,Longitude,Latitude,DatePublished,Source,URL,Individuals,Households,Male_0_4,Male_5_11,Male_12_17,Male_60,Female_0_4,Female_5_11,Female_12_17,Female_18_59,Female_60,Eritrean,Ethiopian,Somali,Sudanese,Ugandan
Melkadida,Ethiopia,41.703053,4.523053,10/1/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=413.pdf&name=Dollo_Ado_Population_Statistics_01_Oct_2011.pdf,40065,9905,5651,6275,2155,425,5460,6018,2157,7653,431,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,10/1/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=413.pdf&name=Dollo_Ado_Population_Statistics_01_Oct_2011.pdf,37667,9453,4452,6114,2476,401,4453,5865,2133,7325,378,,,,,
Kobe,Ethiopia,41.7469,4.481,10/1/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=413.pdf&name=Dollo_Ado_Population_Statistics_01_Oct_2011.pdf,25687,5850,3395,4050,1413,389,3210,3704,1195,4843,380,,,,,
Helawein,Ethiopia,41.8622,4.369878,10/1/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=413.pdf&name=Dollo_Ado_Population_Statistics_01_Oct_2011.pdf,20846,4908,2796,3225,1161,244,2678,3124,1064,3961,226,,,,,
Melkadida,Ethiopia,41.703053,4.523053,9/30/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=413.pdf&name=Dollo_Ado_Population_Statistics_01_Oct_2011.pdf,40065,9905,5651,6275,2155,425,5460,6018,2157,7653,431,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,9/30/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=413.pdf&name=Dollo_Ado_Population_Statistics_01_Oct_2011.pdf,37667,9453,4452,6114,2476,401,4453,5865,2133,7325,378,,,,,
Kobe,Ethiopia,41.7469,4.481,9/30/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=413.pdf&name=Dollo_Ado_Population_Statistics_01_Oct_2011.pdf,25687,5850,3395,4050,1413,389,3210,3704,1195,4843,380,,,,,
Helawein,Ethiopia,41.8622,4.369878,9/30/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=413.pdf&name=Dollo_Ado_Population_Statistics_01_Oct_2011.pdf,20846,4908,2796,3225,1161,244,2678,3124,1064,3961,226,,,,,
Melkadida,Ethiopia,41.703053,4.523053,9/29/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=407.pdf&name=Dollo_Ado_Population_Statistics_29_Sep_2011.pdf,40060,9900,5651,6275,2154,424,5460,6018,2156,7653,431,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,9/29/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=407.pdf&name=Dollo_Ado_Population_Statistics_29_Sep_2011.pdf,37652,9446,4450,6114,2471,401,4451,5863,2132,7324,378,,,,,
Kobe,Ethiopia,41.7469,4.481,9/29/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=407.pdf&name=Dollo_Ado_Population_Statistics_29_Sep_2011.pdf,25616,5846,3354,4051,1413,388,3182,3704,1195,4844,380,,,,,
Helawein,Ethiopia,41.8622,4.369878,9/29/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=407.pdf&name=Dollo_Ado_Population_Statistics_29_Sep_2011.pdf,20824,4901,2794,3222,1159,244,2672,3124,1062,3957,226,,,,,
Melkadida,Ethiopia,41.703053,4.523053,9/28/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=400.pdf&name=Dollo_Ado_Population_Statistics_28_Sep_2011.pdf,40060,9900,5651,6275,2154,424,5460,6018,2156,7653,431,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,9/28/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=400.pdf&name=Dollo_Ado_Population_Statistics_28_Sep_2011.pdf,37667,9449,4452,6115,2471,401,4453,5866,2132,7328,378,,,,,
Kobe,Ethiopia,41.7469,4.481,9/28/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=400.pdf&name=Dollo_Ado_Population_Statistics_28_Sep_2011.pdf,25611,5859,3340,4055,1415,388,3166,3705,1198,4850,380,,,,,
Helawein,Ethiopia,41.8622,4.369878,9/28/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=400.pdf&name=Dollo_Ado_Population_Statistics_28_Sep_2011.pdf,20774,4882,2787,3212,1157,244,2668,3122,1059,3948,226,,,,,
Melkadida,Ethiopia,41.703053,4.523053,9/23/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=376.xls&name=Dollo_Ado_Population_Statistics_23_Sep_2011.xls,39895,9899,5575,6273,2153,424,5378,6018,2156,7661,431,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,9/23/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=376.xls&name=Dollo_Ado_Population_Statistics_23_Sep_2011.xls,37603,9439,4423,6113,2463,400,4430,5864,2132,7328,378,,,,,
Kobe,Ethiopia,41.7469,4.481,9/23/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=376.xls&name=Dollo_Ado_Population_Statistics_23_Sep_2011.xls,25616,5862,3340,4055,1416,388,3168,3705,1198,4851,380,,,,,
Helawein,Ethiopia,41.8622,4.369878,9/23/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=376.xls&name=Dollo_Ado_Population_Statistics_23_Sep_2011.xls,20373,4775,2736,3148,1136,242,2618,3057,1040,3871,222,,,,,
Melkadida,Ethiopia,41.703053,4.523053,9/22/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=375.xls&name=Dollo_Ado_Population_Statistics_22_Sep_2011.xls,39875,9888,5574,6273,2151,424,5373,6018,2154,7647,430,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,9/22/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=375.xls&name=Dollo_Ado_Population_Statistics_22_Sep_2011.xls,37603,9439,4423,6113,2469,400,4430,5864,2132,7328,378,,,,,
Kobe,Ethiopia,41.7469,4.481,9/22/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=375.xls&name=Dollo_Ado_Population_Statistics_22_Sep_2011.xls,25604,5853,3340,4055,1416,386,3167,3704,1198,4850,380,,,,,
Helawein,Ethiopia,41.8622,4.369878,9/22/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=375.xls&name=Dollo_Ado_Population_Statistics_22_Sep_2011.xls,20374,4776,2736,3148,1136,242,2618,3057,1040,3871,222,,,,,
Melkadida,Ethiopia,41.703053,4.523053,9/19/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=364.xls&name=Dollo_Ado_Population_Statistics_19_Sep_2011.xls,39874,9878,5573,6278,2151,421,5371,6019,2153,7649,430,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,9/19/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=364.xls&name=Dollo_Ado_Population_Statistics_19_Sep_2011.xls,37585,9433,4423,6113,2469,399,4429,5859,2129,7326,378,,,,,
Kobe,Ethiopia,41.7469,4.481,9/19/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=364.xls&name=Dollo_Ado_Population_Statistics_19_Sep_2011.xls,25637,5864,3340,4057,1421,389,3172,3706,1205,4853,380,,,,,
Helawein,Ethiopia,41.8622,4.369878,9/19/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=364.xls&name=Dollo_Ado_Population_Statistics_19_Sep_2011.xls,19281,4505,2573,2981,1075,234,2468,2902,983,3664,210,,,,,
Melkadida,Ethiopia,41.703053,4.523053,9/17/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=357.xls&name=Dollo_Ado_Population_Statistics_17_Sep_2011.xls,39832,9844,5571,6276,2150,421,5370,6019,2153,7649,430,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,9/17/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=357.xls&name=Dollo_Ado_Population_Statistics_17_Sep_2011.xls,37567,9416,4423,6113,2469,399,4429,5859,2129,7326,378,,,,,
Kobe,Ethiopia,41.7469,4.481,9/17/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=357.xls&name=Dollo_Ado_Population_Statistics_17_Sep_2011.xls,25648,5777,3342,4059,1421,389,3173,3708,1206,4856,380,,,,,
Helawein,Ethiopia,41.8622,4.369878,9/17/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=357.xls&name=Dollo_Ado_Population_Statistics_17_Sep_2011.xls,17816,4156,2562,2966,1070,234,2456,2889,980,3468,209,,,,,
Melkadida,Ethiopia,41.703053,4.523053,9/14/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=350.xls&name=Dollo_Ado_Population_Statistics_14_Sep_2011.xls,39832,9844,5571,6278,2150,421,5371,6018,2155,7648,430,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,9/14/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=350.xls&name=Dollo_Ado_Population_Statistics_14_Sep_2011.xls,37567,9416,4422,6113,2468,398,4427,5860,2129,7326,378,,,,,
Kobe,Ethiopia,41.7469,4.481,9/14/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=350.xls&name=Dollo_Ado_Population_Statistics_14_Sep_2011.xls,25623,5777,3352,4073,1429,390,3192,3732,1212,4870,383,,,,,
Helawein,Ethiopia,41.8622,4.369878,9/14/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=350.xls&name=Dollo_Ado_Population_Statistics_14_Sep_2011.xls,17186,4156,2382,2769,991,220,2252,2678,910,3388,193,,,,,
Melkadida,Ethiopia,41.703053,4.523053,9/15/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=351.xls&name=Dollo_Ado_Population_Statistics_15_Sep_2011.xls,39832,9844,5571,6278,2150,421,5371,6018,2155,7648,430,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,9/15/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=351.xls&name=Dollo_Ado_Population_Statistics_15_Sep_2011.xls,37567,9416,4422,6113,2468,398,4427,5860,2129,7326,378,,,,,
Kobe,Ethiopia,41.7469,4.481,9/15/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=351.xls&name=Dollo_Ado_Population_Statistics_15_Sep_2011.xls,25623,5777,3354,4075,1429,392,3192,3730,1212,4874,383,,,,,
Helawein,Ethiopia,41.8622,4.369878,9/15/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=351.xls&name=Dollo_Ado_Population_Statistics_15_Sep_2011.xls,17816,4156,2394,2784,997,221,2265,2691,912,3408,194,,,,,
Melkadida,Ethiopia,41.703053,4.523053,9/5/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=309.xls&name=Dollo_Ado_Population_Statistics_05_Sep_2011.xls,39833,9843,5571,7669,3434,131,5369,7294,5584,3174,190,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,9/5/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=309.xls&name=Dollo_Ado_Population_Statistics_05_Sep_2011.xls,37559,9416,4420,6113,2477,397,4427,5864,2127,7321,378,,,,,
Kobe,Ethiopia,41.7469,4.481,9/5/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=309.xls&name=Dollo_Ado_Population_Statistics_05_Sep_2011.xls,25519,5749,3334,5067,2557,138,3175,4579,3848,1604,107,,,,,
Helawein,Ethiopia,41.8622,4.369878,9/5/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=309.xls&name=Dollo_Ado_Population_Statistics_05_Sep_2011.xls,15715,3624,2057,2766,1190,132,1972,2625,1610,1980,99,,,,,
Melkadida,Ethiopia,41.703053,4.523053,9/3/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=306.xls&name=Dollo_Ado_Population_Statistics_03_Sep_2011(1).xls,39833,9843,5571,7669,3434,131,5369,7294,5584,3174,190,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,9/3/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=306.xls&name=Dollo_Ado_Population_Statistics_03_Sep_2011(1).xls,37559,9416,4420,6113,2477,397,4427,5864,2127,7321,378,,,,,
Kobe,Ethiopia,41.7469,4.481,9/3/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=306.xls&name=Dollo_Ado_Population_Statistics_03_Sep_2011(1).xls,25519,5749,3334,5067,2557,138,3175,4579,3848,1604,107,,,,,
Helawein,Ethiopia,41.8622,4.369878,9/3/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=306.xls&name=Dollo_Ado_Population_Statistics_03_Sep_2011(1).xls,15715,3624,2057,2766,1190,132,1972,2625,1610,1980,99,,,,,
Melkadida,Ethiopia,41.703053,4.523053,9/2/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=305.xls&name=Dollo_Ado_Population_Statistics_02_Sep_2011(1).xls,39833,9843,5571,7669,3434,131,5369,7294,5584,3174,190,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,9/2/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=305.xls&name=Dollo_Ado_Population_Statistics_02_Sep_2011(1).xls,37559,9416,4420,6113,2477,397,4427,5864,2127,7321,378,,,,,
Kobe,Ethiopia,41.7469,4.481,9/2/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=305.xls&name=Dollo_Ado_Population_Statistics_02_Sep_2011(1).xls,25518,5748,3334,5067,2556,138,3175,4579,3848,1604,107,,,,,
Helawein,Ethiopia,41.8622,4.369878,9/2/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=305.xls&name=Dollo_Ado_Population_Statistics_02_Sep_2011(1).xls,14712,3386,1898,2609,1121,126,1834,2478,1560,1805,93,,,,,
Melkadida,Ethiopia,41.703053,4.523053,8/27/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=259.xls&name=Dollo%20Ado%20Population%20Statistics_27%20Aug%202011.xls,39825,9836,5571,7669,3431,131,5369,7294,5582,3173,190,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,8/27/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=259.xls&name=Dollo%20Ado%20Population%20Statistics_27%20Aug%202011.xls,37546,9400,4420,6113,2467,397,4425,5863,2126,7323,378,,,,,
Kobe,Ethiopia,41.7469,4.481,8/27/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=259.xls&name=Dollo%20Ado%20Population%20Statistics_27%20Aug%202011.xls,25359,5679,3320,5046,2534,131,3162,4559,3839,1580,104,,,,,
Helawein,Ethiopia,41.8622,4.369878,8/27/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=259.xls&name=Dollo%20Ado%20Population%20Statistics_27%20Aug%202011.xls,13677,3125,1756,2463,1071,111,1686,2314,1499,1624,85,,,,,
Melkadida,Ethiopia,41.703053,4.523053,8/26/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=258.xls&name=Dollo%20Ado%20Population%20Statistics_26%20Aug%202011.xls,39782,9836,5554,7669,3431,131,5343,7294,5582,3173,190,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,8/26/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=258.xls&name=Dollo%20Ado%20Population%20Statistics_26%20Aug%202011.xls,37546,9400,4420,6113,2467,397,4425,5863,2126,7323,378,,,,,
Kobe,Ethiopia,41.7469,4.481,8/26/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=258.xls&name=Dollo%20Ado%20Population%20Statistics_26%20Aug%202011.xls,25359,5679,3320,5046,2534,131,3162,4559,3839,1580,104,,,,,
Helawein,Ethiopia,41.8622,4.369878,8/26/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=258.xls&name=Dollo%20Ado%20Population%20Statistics_26%20Aug%202011.xls,13276,3026,1687,2404,1059,108,1624,2259,1477,1545,82,,,,,
Melkadida,Ethiopia,41.703053,4.523053,8/25/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=250.xls&name=Dollo%20Ado%20Population%20Statistics_25%20Aug%202011_fix.xls,39665,9836,5485,7668,3431,131,5286,7294,5581,3174,190,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,8/25/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=250.xls&name=Dollo%20Ado%20Population%20Statistics_25%20Aug%202011_fix.xls,37547,9401,4420,6113,2467,397,4425,5864,2126,7323,378,,,,,
Kobe,Ethiopia,41.7469,4.481,8/25/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=250.xls&name=Dollo%20Ado%20Population%20Statistics_25%20Aug%202011_fix.xls,25359,5679,3320,5046,2534,131,3162,4559,3839,1580,104,,,,,
Helawein,Ethiopia,41.8622,4.369878,8/25/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=250.xls&name=Dollo%20Ado%20Population%20Statistics_25%20Aug%202011_fix.xls,12663,2869,1603,2315,1021,102,1542,2163,1447,1431,78,,,,,
Melkadida,Ethiopia,41.703053,4.523053,8/23/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=233.xls&name=Dollo%20Ado%20Population%20Statistics_23%20Aug%202011.xls,39642,9825,5485,7668,3427,131,5284,7294,5580,3174,190,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,8/23/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=233.xls&name=Dollo%20Ado%20Population%20Statistics_23%20Aug%202011.xls,37547,9401,4420,6113,2467,397,4425,5864,2126,7323,378,,,,,
Kobe,Ethiopia,41.7469,4.481,8/23/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=233.xls&name=Dollo%20Ado%20Population%20Statistics_23%20Aug%202011.xls,25359,5679,3320,5046,2534,131,3162,4559,3839,1580,104,,,,,
Helawein,Ethiopia,41.8622,4.369878,8/23/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=233.xls&name=Dollo%20Ado%20Population%20Statistics_23%20Aug%202011.xls,11545,2589,1458,2153,953,86,1401,2002,1388,1213,70,,,,,
Melkadida,Ethiopia,41.703053,4.523053,8/22/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=232.xls&name=Dollo%20Ado%20Population%20Statistics_22%20Aug%202011.xls,39642,9825,5485,7668,3427,131,5284,7294,5580,3174,190,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,8/22/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=232.xls&name=Dollo%20Ado%20Population%20Statistics_22%20Aug%202011.xls,37547,9401,4420,6113,2467,397,4425,5864,2126,7323,378,,,,,
Kobe,Ethiopia,41.7469,4.481,8/22/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=232.xls&name=Dollo%20Ado%20Population%20Statistics_22%20Aug%202011.xls,25357,5677,3320,5046,2532,131,3162,4559,3839,1580,104,,,,,
Helawein,Ethiopia,41.8622,4.369878,8/22/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=232.xls&name=Dollo%20Ado%20Population%20Statistics_22%20Aug%202011.xls,10545,2357,1343,2009,895,77,1266,1839,1330,1034,57,,,,,
Melkadida,Ethiopia,41.703053,4.523053,8/19/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=228.xls&name=Dollo%20Ado%20Population%20Statistics_19%20Aug%202011.xls,39642,9825,5485,7668,3427,131,5284,7294,5580,3174,190,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,8/19/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=228.xls&name=Dollo%20Ado%20Population%20Statistics_19%20Aug%202011.xls,37547,9401,4420,6113,2467,397,4425,5864,2126,7323,378,,,,,
Kobe,Ethiopia,41.7469,4.481,8/19/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=228.xls&name=Dollo%20Ado%20Population%20Statistics_19%20Aug%202011.xls,25359,5684,3320,5043,2538,131,3162,4558,3838,1580,104,,,,,
Helawein,Ethiopia,41.8622,4.369878,8/19/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=228.xls&name=Dollo%20Ado%20Population%20Statistics_19%20Aug%202011.xls,9519,2113,1226,1855,836,62,1130,1675,1274,855,48,,,,,
Melkadida,Ethiopia,41.703053,4.523053,8/18/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=221.xls&name=Dollo%20Ado%20Population%20Statistics_18%20Aug%202011.xls,39628,9817,5484,7668,3425,131,5282,7289,5580,3174,190,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,8/18/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=221.xls&name=Dollo%20Ado%20Population%20Statistics_18%20Aug%202011.xls,37423,9386,4370,6121,2491,389,4378,5870,2133,7305,374,,,,,
Kobe,Ethiopia,41.7469,4.481,8/18/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=221.xls&name=Dollo%20Ado%20Population%20Statistics_18%20Aug%202011.xls,25360,5675,3321,5047,2532,131,3162,4560,3839,1582,104,,,,,
Helawein,Ethiopia,41.8622,4.369878,8/18/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=221.xls&name=Dollo%20Ado%20Population%20Statistics_18%20Aug%202011.xls,9519,2113,1226,1855,836,62,1130,1675,1274,855,48,,,,,
Melkadida,Ethiopia,41.703053,4.523053,8/17/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=220.xls&name=Dollo%20Ado%20Population%20Statistics_17%20Aug%202011.xls,39627,9812,5485,7668,3417,128,5283,7294,5580,3175,190,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,8/17/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=220.xls&name=Dollo%20Ado%20Population%20Statistics_17%20Aug%202011.xls,37423,9386,4370,6121,2491,389,4378,5870,2133,7305,374,,,,,
Kobe,Ethiopia,41.7469,4.481,8/17/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=220.xls&name=Dollo%20Ado%20Population%20Statistics_17%20Aug%202011.xls,25284,5661,3301,4998,2481,145,3153,4534,3695,1732,109,,,,,
Helawein,Ethiopia,41.8622,4.369878,8/17/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=220.xls&name=Dollo%20Ado%20Population%20Statistics_17%20Aug%202011.xls,9513,2112,1224,1853,835,63,1129,1670,1269,860,48,,,,,
